station;date;latitude_start;latitude_end;longitude_start;longitude_end;trawling_depth;trawling_depth_non_duplicate;bottom_depth;bottom_proximity;taxon;family;species_code;species;standard_length_cm;weight_g;number_ind_pool;individual_code;amount_mg;ampl_44;delipidation;d13c_not_corrected;d13c_muscle_corrected_post2007;d13c_delipidated;d13c;percentage_c;percentage_c_delipidated;ampl_28;d15n;d15n_delipidated;percentage_n;percentage_n_delipidated;ratio_c_n_muscle;ratio_c_n_muscle_delipidated
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,1;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;8,6;8,6;1;Noto-kro 22;0,555;8983;oui;-22,16;-19,21;-19,4;-19,4;57,15;42,76;5389;11,27;11,02;9,02;12,6;6,34;3,39
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,11;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7;3,9;1;Noto-kro 32;0,5025;9870;oui;-20,44;-19,37;-20,05;-20,05;50,11;42,24;3910;10,91;10,94;11,3;12,43;4,44;3,4
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,12;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,6;3,4;1;Noto-kro 40;0,471;9687;oui;-20,94;-20,04;-19,81;-19,81;49,95;42,51;3837;11,2;11,13;11,74;12,48;4,26;3,41
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,13;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7,4;5;1;Noto-kro 34;0,537;11168;oui;-21,62;-19,75;-19,71;-19,71;54,1;42,26;3839;10,9;10,74;10,31;12,38;5,25;3,41
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,14;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,1;3,6;1;Noto-kro 36;0,484;10058;oui;-21,44;-19,98;-19,93;-19,93;52,09;41,61;5575;11,2;11,09;10,79;12,17;4,83;3,42
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,15;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7,4;4,5;1;Noto-kro 30;0,4765;9683;oui;-20,82;-19,9;-19,67;-19,67;51,5;42,76;3950;11,26;11,03;12,03;12,44;4,28;3,44
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,16;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;7;4;1;Noto-kro 38;0,5;9958;oui;-20,35;-19,88;-19,84;-19,84;47,46;40,65;4278;10,79;10,77;12,38;11,77;3,83;3,45
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,17;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,7;3,6;1;Noto-kro 37;0,4785;9739;oui;-19,9;-19,56;-19,58;-19,58;45,33;39,38;4057;11,3;11,27;12,25;11,39;3,7;3,46
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,18;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;6,8;3,7;1;Noto-kro 35;0,531;10874;oui;-21,47;-19,93;-19,99;-19,99;52,54;42,22;3917;11,31;11,17;10,71;11,97;4,91;3,53
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,19;2180,4;1625,32;Fish;Myctophidae;noto-kro;Notoscopelus_kroyeri;9,3;9;1;Noto-kro 29;0,501;8508;oui;-22,48;-18,64;-19,53;-19,53;59,79;42,76;4378;11,23;10,71;8,26;11,91;7,23;3,59
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,85;2458,833;1124,658;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;9;5,2;1;Xeno-cop 90;0,521;9690;non;-20,56;-20,46;NA;-20,46;42,53;NA;4412;9,85;NA;12,33;NA;3,45;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,71;3541,185;3516,025;Fish;Lestidiidae;lesti-sph;Lestidiops_sphyrenoides;14,7;5,5;1;Lesti-sphy 5;0,4605;8779;non;-20,25;-20,14;NA;-20,25;46,6;NA;3983;10,44;NA;13,46;NA;3,46;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,67;1116,923;109,28305;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 31;0,5085;7612;non;-20,52;-20,41;NA;-20,41;42,15;NA;3108;8,56;NA;12,16;NA;3,47;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,37;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;10,2;3,5;1;Mel-atlan 3;0,4705;7749;non;-19,91;-19,8;NA;-19,8;44,8;NA;3081;11,68;NA;12,92;NA;3,47;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,45;1116,923;109,28305;Fish;Serrivomeridae;serr-bea;Serrivomer_beanii;69;87;1;Ser-bea 23;0,4725;7815;non;-19,54;-19,43;NA;-19,54;43,08;NA;2933;9,42;NA;12,43;NA;3,47;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,61;1116,923;109,28305;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;13,2;15,5;1;Xeno-cop 65;0,472;7794;non;-20,55;-20,43;NA;-20,43;41,36;NA;2828;9,88;NA;11,93;NA;3,47;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,22;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 19;0,491;7821;non;-19,66;-19,54;NA;-19,54;39,86;NA;2826;10,71;NA;11,46;NA;3,48;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,77;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 14;0,518;8147;non;-20,59;-20,47;NA;-20,47;44,29;NA;3382;9,95;NA;12,73;NA;3,48;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,78;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 15;0,5085;7905;non;-20,54;-20,42;NA;-20,42;43,75;NA;3255;9,37;NA;12,58;NA;3,48;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,37;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;14,8;5;1;Arct-ris 17;0,474;7638;non;-20,41;-20,27;NA;-20,27;44,51;NA;3037;10,35;NA;12,76;NA;3,49;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,71;1116,923;109,28305;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 35;0,4645;7607;non;-20,67;-20,53;NA;-20,53;44,4;NA;3008;8,67;NA;12,73;NA;3,49;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,78;2180,4;1625,32;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;13,7;21;1;Xeno-cop 50;0,5505;8577;non;-20,63;-20,49;NA;-20,49;43,23;NA;3493;10,4;NA;12,39;NA;3,49;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,19;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 16;0,49;7527;non;-19,68;-19,54;NA;-19,54;43;NA;3034;11,43;NA;12,29;NA;3,5;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,74;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 11;0,4935;7813;non;-20,55;-20,41;NA;-20,41;44,06;NA;3222;9,96;NA;12,6;NA;3,5;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,81;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 18;0,5025;7863;non;-20,66;-20,51;NA;-20,51;40,96;NA;3009;9,43;NA;11,71;NA;3,5;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,64;1116,923;109,28305;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;13,5;17;1;Xeno-cop 69;0,469;7707;non;-20,44;-20,29;NA;-20,29;41,22;NA;2775;10,27;NA;11,76;NA;3,5;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,82;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 19;0,525;7748;non;-20,63;-20,47;NA;-20,47;41,62;NA;3189;9,72;NA;11,85;NA;3,51;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371,03;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;13,6;23;1;Xeno-cop 14;0,5375;7783;non;-20,27;-20,11;NA;-20,11;42,18;NA;3174;8,73;NA;12,01;NA;3,51;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,59;1116,923;109,28305;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;12,2;12,5;1;Xeno-cop 70;0,5155;7672;non;-20,74;-20,58;NA;-20,58;42,05;NA;3092;9,11;NA;11,99;NA;3,51;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,49;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;18;9,5;1;Arct-ris 6;0,556;6716;non;-20,26;-20,1;NA;-20,1;47,65;NA;3761;10,61;NA;13,52;NA;3,52;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,1;2217,412;1501,017;Fish;Paralepididae;arct-ris;Arctozenus_risso;20,2;13,5;1;Arct-ris 24;0,472;7617;non;-19,85;-19,69;NA;-19,69;45,83;NA;3132;10,07;NA;13,04;NA;3,52;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,84;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 20;0,478;7653;non;-20,72;-20,56;NA;-20,56;43,61;NA;2998;9,67;NA;12,4;NA;3,52;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,86;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 4;0,549;6440;non;-20,55;-20,38;NA;-20,38;44,55;NA;3616;10,84;NA;12,64;NA;3,52;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,28;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;9,4;2,5;1;Mel-atlan 8;0,4525;7855;non;-19,79;-19,63;NA;-19,63;45,24;NA;2933;11,34;NA;12,87;NA;3,52;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,61;2217,412;1501,017;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;19,5;8,5;1;Xeno- cop 38;0,4635;7807;non;-20,49;-20,33;NA;-20,33;42,75;NA;2834;10,45;NA;12,15;NA;3,52;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,58;1116,923;109,28305;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;12;12;1;Xeno-cop 80;0,501;8022;non;-20,75;-20,59;NA;-20,59;45,32;NA;3251;10,38;NA;12,86;NA;3,52;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,23;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 5;0,502;7408;non;-19,91;-19,74;NA;-19,74;42,13;NA;2904;8,82;NA;11,94;NA;3,53;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,18;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 15;0,477;7854;non;-19,55;-19,37;NA;-19,37;42,69;NA;2895;10,09;NA;12,08;NA;3,53;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,33;2217,412;1501,017;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;10,9;11,5;1;Lamp-cro 50;0,5035;8328;non;-20,08;-19,91;NA;-19,91;46,31;NA;3340;10,28;NA;13,12;NA;3,53;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,43;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;16,9;7,5;1;Arct-ris 8;0,494;7684;non;-20,3;-20,11;NA;-20,11;44,91;NA;3107;10,74;NA;12,67;NA;3,54;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,4;2217,412;1501,017;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11,5;14,5;1;Lamp-cro 49;0,453;7686;non;-20,11;-19,93;NA;-19,93;47,53;NA;3071;10,31;NA;13,42;NA;3,54;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,32;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;9,5;3;1;Mel-atlan 20;0,5;7879;non;-19,78;-19,59;NA;-19,59;44,31;NA;3158;11,15;NA;12,53;NA;3,54;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,38;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;10,4;3,5;1;Mel-atlan 4;0,513;8358;non;-19,96;-19,78;NA;-19,78;46,16;NA;3411;11,53;NA;13,06;NA;3,54;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,68;2217,412;1501,017;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;12,8;15,5;1;Xeno- cop 28;0,4645;7916;non;-20,69;-20,51;NA;-20,51;43,02;NA;2826;9,86;NA;12,17;NA;3,54;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,46;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;17,3;8;1;Arct-ris 20;0,5175;8312;non;-20,33;-20,13;NA;-20,13;46,17;NA;3372;10,28;NA;12,99;NA;3,55;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,72;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 1;0,538;8596;non;-20,72;-20,53;NA;-20,53;44,58;NA;3468;9,32;NA;12,54;NA;3,55;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,8;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 17;0,506;7837;non;-20,73;-20,54;NA;-20,54;43,63;NA;3197;9,69;NA;12,29;NA;3,55;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,85;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 3;0,499;7962;non;-20,79;-20,59;NA;-20,59;44,36;NA;3201;9,23;NA;12,48;NA;3,55;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,83;2281,333;1284,128;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 27;0,4705;7564;non;-20,66;-20,46;NA;-20,46;42,17;NA;2734;8,59;NA;11,88;NA;3,55;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,41;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;16,3;7;1;Arct-ris 12;0,513;8123;non;-20,35;-20,15;NA;-20,15;45,04;NA;3292;10,32;NA;12,64;NA;3,56;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,29;2180,4;1625,32;Fish;Paralepididae;arct-ris;Arctozenus_risso;20,4;12,5;1;Arct-ris 33;0,5425;6710;non;-20,24;-20,03;NA;-20,03;46,74;NA;3632;10,33;NA;13,11;NA;3,56;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,87;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 5;0,5075;8092;non;-20,85;-20,64;NA;-20,64;44,44;NA;3286;9,64;NA;12,47;NA;3,56;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371,01;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;12;16,5;1;Xeno-cop 9;0,494;7531;non;-20,72;-20,52;NA;-20,52;41,11;NA;2812;9,78;NA;11,56;NA;3,56;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,45;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;17,6;8;1;Arct-ris 16;0,5345;6168;non;-20,38;-20,17;NA;-20,17;45,28;NA;3390;10,28;NA;12,68;NA;3,57;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,47;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;17,6;9;1;Arct-ris 13;0,504;7916;non;-20,08;-19,86;NA;-19,86;45,16;NA;3186;10,64;NA;12,64;NA;3,57;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,27;2180,4;1625,32;Fish;Paralepididae;arct-ris;Arctozenus_risso;20;12;1;Arct-ris 34;0,5085;8435;non;-19,96;-19,75;NA;-19,75;46,05;NA;3347;10,63;NA;12,91;NA;3,57;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,59;1661,471;1290,521;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;3,5;1,5;1;Arg-olf 7;0,5205;7752;non;-20,39;-20,18;NA;-20,18;38,32;NA;2781;9,55;NA;10,74;NA;3,57;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,88;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 6;0,488;7859;non;-20,94;-20,73;NA;-20,73;44,8;NA;3174;9,38;NA;12,57;NA;3,57;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,91;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 9;0,514;7932;non;-20,71;-20,49;NA;-20,49;42,93;NA;3205;10,51;NA;12,03;NA;3,57;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,08;2217,412;1501,017;Fish;Paralepididae;arct-ris;Arctozenus_risso;20;12,5;1;Arct-ris 32;0,541;6699;non;-20,11;-19,88;NA;-19,88;47,2;NA;3619;10,9;NA;13,18;NA;3,58;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,75;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 12;0,504;7811;non;-20,61;-20,39;NA;-20,39;43,38;NA;3120;10,25;NA;12,12;NA;3,58;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,89;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 7;0,51;8026;non;-20,79;-20,56;NA;-20,56;43,82;NA;3230;10,64;NA;12,2;NA;3,59;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,31;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;9,5;3;1;Mel-atlan 2;0,51;8050;non;-20,07;-19,84;NA;-19,84;44,63;NA;3204;10,84;NA;12,42;NA;3,59;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,39;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;9,5;3,5;1;Mel-atlan 5;0,4935;7820;non;-20,27;-20,04;NA;-20,04;44,69;NA;3108;11,17;NA;12,46;NA;3,59;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,92;2458,833;1124,658;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;12;11,8;1;Xeno-cop 92;0,486;9659;non;-19,97;-19,74;NA;-19,74;44,84;NA;4178;9,51;NA;12,5;NA;3,59;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,2;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 20;0,5305;7533;non;-19,13;-18,89;NA;-18,89;41,74;NA;3017;9,39;NA;11,58;NA;3,6;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,12;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 1;0,5195;8166;non;-19,8;-19,55;NA;-19,55;44,11;NA;3219;11,23;NA;12,24;NA;3,6;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,53;2180,4;1625,32;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11;9;1;Lamp-cro 69;0,4765;7909;non;-20,05;-19,81;NA;-19,81;46,3;NA;3119;10,84;NA;12,85;NA;3,6;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,73;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 10;0,5075;8056;non;-20,73;-20,49;NA;-20,49;44,2;NA;3248;10,23;NA;12,29;NA;3,6;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,41;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;11;4;1;Mel-atlan 17;0,4905;7703;non;-19,98;-19,74;NA;-19,74;44,05;NA;3032;11,24;NA;12,24;NA;3,6;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,26;2281,333;1284,128;Fish;Myctophidae;bent-gla;Benthosema_glaciale;4,25;1;3;Ben-gla 8;0,4535;7319;non;-19,3;-19,05;NA;-19,05;44,18;NA;2696;10,19;NA;12,25;NA;3,61;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,23;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;9,7;2;1;Mel-atlan 14;0,515;8314;non;-19,67;-19,42;NA;-19,42;45,55;NA;3286;11,16;NA;12,61;NA;3,61;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,4;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;11;3,5;1;Mel-atlan 9;0,522;8239;non;-19,8;-19,55;NA;-19,55;44,51;NA;3271;11,1;NA;12,33;NA;3,61;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,96;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;11,1;12;1;Xeno-cop 22;0,53;7995;non;-20,72;-20,47;NA;-20,47;43,99;NA;3175;10,16;NA;12,18;NA;3,61;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,98;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;12;13,5;1;Xeno-cop 12;0,501;7436;non;-21,19;-20,94;NA;-20,94;41,69;NA;2855;9,11;NA;11,54;NA;3,61;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,52;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;19,3;11,5;1;Arct-ris 15;0,5135;8352;non;-20,02;-19,75;NA;-19,75;46,68;NA;3318;10,46;NA;12,88;NA;3,62;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,05;2217,412;1501,017;Fish;Paralepididae;arct-ris;Arctozenus_risso;17,4;9,5;1;Arct-ris 31;0,485;7945;non;-20,14;-19,87;NA;-19,87;45,88;NA;3099;10,26;NA;12,66;NA;3,62;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,13;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 10;0,493;7899;non;-19,81;-19,55;NA;-19,55;44,86;NA;3062;11,36;NA;12,39;NA;3,62;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,68;3541,185;3516,025;Fish;Lestidiidae;lesti-sph;Lestidiops_sphyrenoides;14;4,5;1;Lesti-sphy 1;0,4525;8836;non;-20,59;-20,32;NA;-20,32;47,79;NA;3824;10,35;NA;13,18;NA;3,63;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,52;1116,923;109,28305;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;10,7;8;1;Xeno-cop 64;0,492;7668;non;-20,78;-20,49;NA;-20,49;42,38;NA;2880;9,71;NA;11,64;NA;3,64;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,9;3541,185;3516,025;Fish;Sternoptychidae;maur-mue;Maurolicus_muelleri;2,95;1;4;Mau-mue 8;0,4695;7862;non;-20,94;-20,65;NA;-20,65;43,29;NA;2892;9,66;NA;11,87;NA;3,65;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,27;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;10,5;2,5;1;Mel-atlan 18;0,5305;8215;non;-19,64;-19,35;NA;-19,35;43,51;NA;3179;11,2;NA;11,92;NA;3,65;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,29;1116,923;109,28305;Fish;Zoarcidae;mela-atl;Melanostigma_atlanticum;10,5;3;1;Mel-atlan 16;0,548;6577;non;-19,84;-19,55;NA;-19,55;45,96;NA;3487;11,02;NA;12,6;NA;3,65;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,53;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;19,2;11,5;1;Arct-ris 2;0,48;7851;non;-20,34;-20,03;NA;-20,03;47,22;NA;3062;10,4;NA;12,86;NA;3,67;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,23;2217,412;1501,017;Fish;Gonostomatidae;cycl-otz;Cyclothone;5,45;1;2;Cyclo 2;0,5225;8245;non;-20,19;-19,87;NA;-19,87;44,15;NA;3176;11,04;NA;12,03;NA;3,67;NA
