station;date;latitude_start;latitude_end;longitude_start;longitude_end;trawling_depth;trawling_depth_non_duplicate;bottom_depth;bottom_proximity;taxon;family;species_code;species;standard_length_cm;weight_g;number_ind_pool;individual_code;amount_mg;ampl_44;delipidation;d13c_not_corrected;d13c_muscle_corrected_post2007;d13c_delipidated;d13c;percentage_c;percentage_c_delipidated;ampl_28;d15n;d15n_delipidated;percentage_n;percentage_n_delipidated;ratio_c_n_muscle;ratio_c_n_muscle_delipidated
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,4;2458,833;1124,658;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;4,5;3,5;1;Arg-olf 19;0,5385;7881;non;-19,92;-20,02;NA;-19,92;41,32;NA;3452;10,61;NA;12,68;NA;3,26;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,45;2458,833;1124,658;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;5,3;4,5;1;Arg-olf 17;0,544;8249;non;-19,55;-19,64;NA;-19,55;42,84;NA;3610;10,52;NA;13,12;NA;3,26;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,71;1661,471;1290,521;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;8,2;4,5;1;Lamp-cro 6;0,4865;7451;non;-20,01;-20,1;NA;-20,1;44,18;NA;3302;10,18;NA;13,55;NA;3,26;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,73;1661,471;1290,521;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;8,6;5;1;Lamp-cro 5;0,4985;7911;non;-20,21;-20,31;NA;-20,31;45,78;NA;3514;9,31;NA;14,06;NA;3,26;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,38;2217,412;1501,017;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11,6;14;1;Lamp-cro 54;0,489;8014;non;-19,98;-20,07;NA;-20,07;45,89;NA;3476;10,45;NA;14,07;NA;3,26;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,08;1116,923;109,28305;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11,9;13,5;1;Lamp-cro 104;0,512;8408;non;-19,68;-19,77;NA;-19,77;46,55;NA;3700;10,45;NA;14,27;NA;3,26;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,52;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11,4;13,5;1;Lamp-cro 28;0,4985;8059;non;-19,25;-19,35;NA;-19,35;45,42;NA;3505;10,55;NA;13,95;NA;3,26;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,58;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12,6;18;1;Lamp-cro 21;0,487;7712;non;-19,4;-19,5;NA;-19,5;44,31;NA;3340;9,56;NA;13,59;NA;3,26;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,86;2180,4;1625,32;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 25;0,5085;7895;non;-20,41;-20,5;NA;-20,5;43,07;NA;3445;8,77;NA;13,2;NA;3,26;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,76;2217,412;1501,017;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 11;0,491;7671;non;-20,48;-20,56;NA;-20,56;43,37;NA;3223;8,18;NA;13,29;NA;3,26;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,65;2180,4;1625,32;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;9,5;6,5;1;Xeno-cop 61;0,4895;7746;non;-19,98;-20,07;NA;-20,07;42,53;NA;3266;9,55;NA;13,04;NA;3,26;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,7;1661,471;1290,521;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;8,2;4,5;1;Lamp-cro 11;0,4895;7831;non;-20,06;-20,14;NA;-20,14;45,94;NA;3479;9,64;NA;14,05;NA;3,27;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,85;1661,471;1290,521;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;9,5;7;1;Lamp-cro 12;0,469;7435;non;-20,05;-20,14;NA;-20,14;45,66;NA;3306;9,01;NA;13,98;NA;3,27;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,42;2180,4;1625,32;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;7;3;1;Lamp-cro 75;0,5125;8375;non;-19,86;-19,94;NA;-19,94;45,63;NA;3706;9,85;NA;13,94;NA;3,27;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,55;2180,4;1625,32;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11;10,5;1;Lamp-cro 68;0,5345;6592;non;-19,73;-19,81;NA;-19,81;46,7;NA;3906;10,26;NA;14,27;NA;3,27;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,04;1116,923;109,28305;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;10,8;10;1;Lamp-cro 107;0,516;8462;non;-19,56;-19,64;NA;-19,64;45,38;NA;3679;10,21;NA;13,87;NA;3,27;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,05;1116,923;109,28305;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11,3;11,5;1;Lamp-cro 119;0,527;6493;non;-19,57;-19,66;NA;-19,66;46,28;NA;3850;10,71;NA;14,17;NA;3,27;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,1;1116,923;109,28305;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12,1;14;1;Lamp-cro 117;0,4985;8186;non;-19,04;-19,12;NA;-19,12;45,48;NA;3561;10,72;NA;13,89;NA;3,27;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,17;1116,923;109,28305;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;13;20;1;Lamp-cro 120;0,497;8027;non;-19,02;-19,11;NA;-19,11;44,7;NA;3505;11,47;NA;13,69;NA;3,27;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371,1;1661,471;1290,521;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 1;0,526;7508;non;-20,59;-20,67;NA;-20,67;41,83;NA;3308;8,24;NA;12,79;NA;3,27;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371,12;1661,471;1290,521;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 3;0,513;7511;non;-20,87;-20,96;NA;-20,96;42,89;NA;3339;8,56;NA;13,13;NA;3,27;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,75;2281,333;1284,128;Fish;Platytroctidae;sear-koe;Searsia_koefoedi;14,5;29;1;Ser-koeff 8;0,554;10783;non;-18,83;-18,91;NA;-18,91;40,61;NA;3666;12,06;NA;12,4;NA;3,27;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,53;2217,412;1501,017;Fish;Serrivomeridae;serr-bea;Serrivomer_beanii;45,9;18;1;Ser-bea 16;0,506;7522;non;-20,06;-20,14;NA;-20,06;42,24;NA;3298;9,21;NA;12,92;NA;3,27;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,81;2281,333;1284,128;Fish;Serrivomeridae;serr-bea;Serrivomer_beanii;54,5;55;1;Ser-bea 20;0,4645;9723;non;-19,51;-19,59;NA;-19,51;42,75;NA;5129;10,59;NA;13,09;NA;3,27;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,75;2180,4;1625,32;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;13,4;19,5;1;Xeno-cop 45;0,4785;7718;non;-20,3;-20,38;NA;-20,38;43,24;NA;3235;10,09;NA;13,23;NA;3,27;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,4;1661,471;1290,521;Fish;Paralepididae;arct-ris;Arctozenus_risso;16,1;6;1;Arct-ris 5;0,5115;7500;non;-20,17;-20,24;NA;-20,24;42,25;NA;3288;10,52;NA;12,88;NA;3,28;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,22;2180,4;1625,32;Fish;Paralepididae;arct-ris;Arctozenus_risso;12,5;2,5;1;Arct-ris 41;0,543;8474;non;-19,98;-20,05;NA;-20,05;43,63;NA;3674;11;NA;13,3;NA;3,28;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,69;1661,471;1290,521;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;7,9;4;1;Lamp-cro 7;0,535;6156;non;-20,04;-20,12;NA;-20,12;44,99;NA;3725;9,7;NA;13,73;NA;3,28;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,41;2217,412;1501,017;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11,7;14,5;1;Lamp-cro 53;0,5205;8468;non;-19,32;-19,39;NA;-19,39;45,63;NA;3668;10,93;NA;13,92;NA;3,28;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,46;2217,412;1501,017;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12;17;1;Lamp-cro 42;0,5455;6582;non;-19,3;-19,38;NA;-19,38;45,84;NA;3881;10,9;NA;13,99;NA;3,28;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,29;2281,333;1284,128;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;7,4;3;1;Lamp-cro 81;0,55;11567;non;-19,85;-19,92;NA;-19,92;44,03;NA;3923;10,53;NA;13,42;NA;3,28;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,41;2281,333;1284,128;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11;11;1;Lamp-cro 92;0,5015;7807;non;-19,27;-19,34;NA;-19,34;45,98;NA;3433;10,47;NA;14,01;NA;3,28;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,09;1116,923;109,28305;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12;14;1;Lamp-cro 103;0,546;6661;non;-19,53;-19,6;NA;-19,6;47,09;NA;3977;10,78;NA;14,36;NA;3,28;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,11;1116,923;109,28305;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12;15;1;Lamp-cro 106;0,482;7915;non;-18,86;-18,93;NA;-18,93;45,47;NA;3436;11,56;NA;13,85;NA;3,28;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,65;3541,185;3516,025;Fish;Lestidiidae;lesti-sph;Lestidiops_sphyrenoides;13,4;4;1;Lesti-sphy 11;0,4635;10852;non;-19,76;-19,83;NA;-19,76;42,27;NA;3774;11,48;NA;12,9;NA;3,28;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,89;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;9;7;1;Xeno-cop 21;0,493;7578;non;-20,38;-20,46;NA;-20,46;41,37;NA;3036;10,13;NA;12,63;NA;3,28;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,57;2217,412;1501,017;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;9,5;5,5;1;Xeno- cop 27;0,4705;7652;non;-20,46;-20,53;NA;-20,53;41,05;NA;2935;9,44;NA;12,52;NA;3,28;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,47;2458,833;1124,658;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;7,5;10;1;Arg-olf 12;0,465;7710;non;-19,36;-19,43;NA;-19,36;45,09;NA;3235;10,5;NA;13,73;NA;3,29;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,8;1661,471;1290,521;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;8,6;6;1;Lamp-cro 3;0,55;6296;non;-20,08;-20,15;NA;-20,15;45,05;NA;3789;9,96;NA;13,71;NA;3,29;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,52;2180,4;1625,32;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;10,3;8,5;1;Lamp-cro 77;0,531;6391;non;-19,71;-19,78;NA;-19,78;45,84;NA;3849;11,22;NA;13,94;NA;3,29;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,44;2217,412;1501,017;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11,8;15,5;1;Lamp-cro 44;0,4765;7869;non;-19,23;-19,29;NA;-19,29;46,21;NA;3408;10,82;NA;14,04;NA;3,29;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,49;2217,412;1501,017;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12,6;18;1;Lamp-cro 59;0,5005;8391;non;-19,52;-19,59;NA;-19,59;47,11;NA;3644;11;NA;14,33;NA;3,29;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,4;2281,333;1284,128;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;10,2;9,5;1;Lamp-cro 90;0,4805;7519;non;-19,62;-19,69;NA;-19,69;45,96;NA;3278;10,28;NA;13,99;NA;3,29;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,65;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;13,5;21;1;Lamp-cro 27;0,516;7846;non;-18,73;-18,8;NA;-18,8;37,94;NA;2981;11,26;NA;11,52;NA;3,29;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371,11;1661,471;1290,521;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 2;0,469;7285;non;-20,64;-20,71;NA;-20,71;43,92;NA;3080;8,61;NA;13,36;NA;3,29;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,66;2281,333;1284,128;Fish;Platytroctidae;sear-koe;Searsia_koefoedi;11;12,5;1;Ser-koeff 4;0,4935;9429;non;-19,51;-19,57;NA;-19,57;38,93;NA;4933;12,55;NA;11,84;NA;3,29;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,46;1116,923;109,28305;Fish;Serrivomeridae;serr-bea;Serrivomer_beanii;65,9;89,5;1;Ser-bea 25;0,547;7889;non;-19,97;-20,04;NA;-19,97;40,63;NA;3401;9,26;NA;12,35;NA;3,29;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,88;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;7,9;4;1;Xeno-cop 20;0,4715;7662;non;-20,85;-20,91;NA;-20,91;42,07;NA;2980;8,86;NA;12,78;NA;3,29;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,91;1661,471;1290,521;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;10;9;1;Xeno-cop 11;0,4815;7470;non;-20,4;-20,47;NA;-20,47;41,82;NA;3026;9,6;NA;12,7;NA;3,29;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,62;2180,4;1625,32;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;5,6;1,5;1;Xeno-cop 62;0,487;8032;non;-20;-20,07;NA;-20,07;40,89;NA;3104;10,86;NA;12,45;NA;3,29;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,21;2180,4;1625,32;Fish;Paralepididae;arct-ris;Arctozenus_risso;11,5;2;1;Arct-ris 43;0,5245;8178;non;-20,14;-20,19;NA;-20,19;43,67;NA;3520;11,62;NA;13,22;NA;3,3;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715;2217,412;1501,017;Fish;Paralepididae;arct-ris;Arctozenus_risso;12,4;3;1;Arct-ris 29;0,539;8331;non;-20,23;-20,28;NA;-20,28;43,26;NA;3583;10,41;NA;13,11;NA;3,3;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,62;1661,471;1290,521;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;4,3;3;1;Arg-olf 2;0,5094;7851;non;-19,87;-19,92;NA;-19,87;44,34;NA;3403;10;NA;13,42;NA;3,3;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,63;1661,471;1290,521;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;4,9;3;1;Arg-olf 4;0,528;8145;non;-19,51;-19,57;NA;-19,51;44,5;NA;3548;10,38;NA;13,48;NA;3,3;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,66;1661,471;1290,521;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;5,6;5;1;Arg-olf 3;0,534;8214;non;-19,87;-19,92;NA;-19,87;44,26;NA;3590;9,86;NA;13,4;NA;3,3;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000;2281,333;1284,128;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;4,3;3;1;Arg-olf 37;0,5185;10815;non;-19,5;-19,56;NA;-19,5;42,95;NA;3616;10,43;NA;13,03;NA;3,3;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,56;2180,4;1625,32;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;10,5;11;1;Lamp-cro 65;0,4965;8303;non;-19,92;-19,97;NA;-19,97;46,75;NA;3601;10,92;NA;14,19;NA;3,3;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,48;2217,412;1501,017;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12,6;17,5;1;Lamp-cro 48;0,488;8070;non;-19,21;-19,27;NA;-19,27;46,26;NA;3478;11,11;NA;14,02;NA;3,3;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,49;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;10,8;9,5;1;Lamp-cro 36;0,493;7889;non;-19,25;-19,3;NA;-19,3;44,97;NA;3383;10,97;NA;13,63;NA;3,3;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,57;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;12,5;17,5;1;Lamp-cro 23;0,5345;6430;non;-19,23;-19,28;NA;-19,28;45,96;NA;3770;10,1;NA;13,94;NA;3,3;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,66;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;14;21,5;1;Lamp-cro 34;0,548;6393;non;-19,15;-19,2;NA;-19,2;44,78;NA;3752;10,25;NA;13,55;NA;3,3;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,92;3541,185;3516,025;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;1;5;Mega-nor 16;0,5225;8102;non;-20,81;-20,86;NA;-20,86;43,32;NA;3530;8,08;NA;13,12;NA;3,3;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,72;2458,833;1124,658;Fish;Serrivomeridae;serr-bea;Serrivomer_beanii;51;25,5;1;Ser-bea 11;0,5275;7995;non;-20,1;-20,15;NA;-20,1;37,93;NA;3077;9,67;NA;11,49;NA;3,3;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,68;2180,4;1625,32;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;12,2;14;1;Xeno-cop 57;0,495;7875;non;-20,45;-20,51;NA;-20,51;42,7;NA;3284;10,33;NA;12,96;NA;3,3;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,91;2458,833;1124,658;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;11,8;11,5;1;Xeno-cop 84;0,455;11476;non;-20,34;-20,38;NA;-20,38;42,26;NA;3985;10,45;NA;12,79;NA;3,3;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,94;2458,833;1124,658;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;13,5;18,6;1;Xeno-cop 85;0,547;10240;non;-20,09;-20,14;NA;-20,14;42,2;NA;4832;10,36;NA;12,78;NA;3,3;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,46;2458,833;1124,658;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;5,5;5;1;Arg-olf 15;0,51;7719;non;-19,74;-19,78;NA;-19,74;42,76;NA;3307;10,8;NA;12,91;NA;3,31;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,74;1661,471;1290,521;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;8,4;5;1;Lamp-cro 8;0,482;7579;non;-20,02;-20,07;NA;-20,07;45,34;NA;3332;9,19;NA;13,71;NA;3,31;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;370,87;1661,471;1290,521;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;10,2;9,5;1;Lamp-cro 14;0,467;7400;non;-19,84;-19,89;NA;-19,89;45,7;NA;3235;8,91;NA;13,81;NA;3,31;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,5;2458,833;1124,658;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;10,7;10;1;Lamp-cro 38;0,539;8229;non;-19,69;-19,74;NA;-19,74;43,03;NA;3530;9,84;NA;12,99;NA;3,31;NA
Z0508;27_10_2021;45,1538929;45,1625943;-3,4823294;-3,5890421;25;25,64;3541,185;3516,025;Fish;Lestidiidae;lesti-sph;Lestidiops_sphyrenoides;13;4;1;Lesti-sphy 10;0,5035;9441;non;-19,59;-19,64;NA;-19,59;46,07;NA;4482;11,15;NA;13,92;NA;3,31;NA
Z0492;24_10_2021;46,754153;46,7081413;-5,1665615;-5,2294842;370;371,13;1661,471;1290,521;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 4;0,4965;7295;non;-20,8;-20,84;NA;-20,84;43,07;NA;3181;8,7;NA;13,01;NA;3,31;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,85;2180,4;1625,32;Krill;Euphausiidae;mega-nor;Meganyctiphanes_norvegica;NA;NA;5;Mega-nor 24;0,5325;8446;non;-20,36;-20,4;NA;-20,4;44,05;NA;3638;8,4;NA;13,29;NA;3,31;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,55;2217,412;1501,017;Fish;Serrivomeridae;serr-bea;Serrivomer_beanii;65,5;72,5;1;Ser-bea 13;0,5125;7698;non;-19,79;-19,84;NA;-19,79;42,92;NA;3340;10,04;NA;12,98;NA;3,31;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,68;2458,833;1124,658;Fish;Serrivomeridae;serr-bea;Serrivomer_beanii;31,5;3,5;1;Ser-bea 12;0,5295;7728;non;-20,13;-20,17;NA;-20,13;40,98;NA;3321;8,71;NA;12,37;NA;3,31;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,71;2217,412;1501,017;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;14;23;1;Xeno- cop 32;0,486;7619;non;-20,12;-20,16;NA;-20,16;39,76;NA;2919;9,51;NA;12,01;NA;3,31;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,51;1116,923;109,28305;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;10,1;7,5;1;Xeno-cop 74;0,5475;7836;non;-20,13;-20,17;NA;-20,17;40,48;NA;3363;10,43;NA;12,21;NA;3,31;NA
Z0497;25_10_2021;46,1859126;46,1393977;-4,4766085;-4,5151507;1335;1335,87;2458,833;1124,658;Fish;Alepocephalidae;xeno-cop;Xenodermichthys_copei;10;7;1;Xeno-cop 89;0,461;8832;non;-20,47;-20,51;NA;-20,51;42,97;NA;4102;8,83;NA;12,99;NA;3,31;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,2;2180,4;1625,32;Fish;Paralepididae;arct-ris;Arctozenus_risso;11,5;2;1;Arct-ris 40;0,465;8094;non;-20,14;-20,17;NA;-20,17;43,37;NA;3075;11,5;NA;13,06;NA;3,32;NA
Z0512;28_10_2021;44,9140282;44,8735824;-2,4051544;-2,4635412;555;555,38;2180,4;1625,32;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;5,5;5;1;Arg-olf 30;0,475;7799;non;-19,88;-19,91;NA;-19,88;42,38;NA;3093;10,53;NA;12,75;NA;3,32;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,04;2281,333;1284,128;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;6,5;7,5;1;Arg-olf 34;0,5415;7181;non;-19,74;-19,78;NA;-19,74;57,99;NA;3504;10,23;NA;17,49;NA;3,32;NA
Z0524;30_10_2021;44,2332603;44,2772387;-2,2823696;-2,3312809;1010;1010,02;1116,923;109,28305;Fish;Sternoptychidae;argy-olf;Argyropelecus_olfersii;8,3;13,5;1;Arg-olf 40;0,5345;6458;non;-19,81;-19,84;NA;-19,81;45,39;NA;3773;9,9;NA;13,67;NA;3,32;NA
Z0503;26_10_2021;45,7965644;45,7659641;-3,9152556;-3,9831892;715;715,36;2217,412;1501,017;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;11,9;14;1;Lamp-cro 43;0,465;7672;non;-19,43;-19,46;NA;-19,46;46,2;NA;3269;10,57;NA;13,9;NA;3,32;NA
Z0518;29_10_2021;44,7218857;44,7530565;-2,2826458;-2,3508621;1000;1000,34;2281,333;1284,128;Fish;Myctophidae;lamp-cro;Lampanyctus_crocodilus;7,6;3,5;1;Lamp-cro 89;0,536;11660;non;-19,82;-19,86;NA;-19,86;45,66;NA;3902;10,74;NA;13,77;NA;3,32;NA
